shortcode,content_form,folder,n_jpg,n_mp4,n_slides,has_frames,n_frames,has_transcript,transcript_nonempty,media_id,caption,comments_count,like_count,media_product_type,media_type,permalink,timestamp,reach,saved,views,total_interactions,comments_downloaded,year,Not_reel,month,dayofweek,hour,ig_pk,owner_username,owner_id,media_type_api,product_type_api,taken_at,has_audio,video_duration,location_name,n_hashtags,n_mentions,music_source,audio_type,song_title,artist,audio_id,audio_cluster_id,music_duration_ms,is_explicit,mashups_allowed,tagged_usernames,tagged_user_ids,n_tagged,coauthors,coauthor_ids,n_coauthors,product_tags,n_product_tags,n_featured_products,sponsor_usernames,is_paid_partnership,features_status
CeTPfGVLYbd,carousel,multimodal_dataset_fixed\carousel\CeTPfGVLYbd,4,0,4,,0,,,17941176554098682,So che vi avevo abituato a un certo standard di ✨GLAM✨ durante la vacanza quindi ecco una carrellatina di: Unpublished from Scotland.,97.0,83827.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/CeTPfGVLYbd/,2022-06-02 11:08:11,5321.0,209.0,0.0,84134.0,1.0,2022.0,True,6.0,Thursday,11.0,2851691096854857437,camihawke,15526265,8.0,carousel_container,1654168091.0,,,GLAM,0.0,0.0,none,,,,,,,,,['aimoneromizi'],['5786712837'],1.0,[],[],0.0,[],0.0,0.0,[],False,ok
CEtX2zZCbmI,carousel,multimodal_dataset_fixed\carousel\CEtX2zZCbmI,2,0,2,,0,,,18114602308183377,"La prima settimana di settembre è stata sempre tempo di tirare le somme, avevamo questa usanza qui che mi prendevi di nascosto il quaderno delle vacanze e controllavi quante pagine avevo saltato; io te lo lasciavo fare perchè sapevo già come andava a finire, che mi dicevi guarda che hai saltato il tema, oggi lo devi fare eh, “non mi fare inquietare”.
Dicevi proprio cosí, non mi fare inquietare, ma mica ci riuscivi a rimanere seria perchè io subito ti facevo il verso, gonfiando il petto, indice e pollice giunti a formare un cerchietto, come li mettevi tu quando volevi sembrare severa, non mi fare i-n-q-u-i-e-t-a-r-e scandivo bene bene, e tu te la ridevi di gusto. 
Ti rivedo sempre, nonna, in tutte le nonne degli altri.",454.0,104304.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/CEtX2zZCbmI/,2020-09-04 09:05:20,1464.0,602.0,0.0,105360.0,1.0,2020.0,True,9.0,Friday,9.0,2390671898306001288,camihawke,15526265,8.0,carousel_container,1599210320.0,,,Ti Ricordi?,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CEUGxdbCUr7,carousel,multimodal_dataset_fixed\carousel\CEUGxdbCUr7,2,0,2,,0,,,18130625605107985,Temperatura percepita punto di fusione del piombo ma San Pietro senza casino mamma mia che bellezza bellissima,165.0,125234.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/CEUGxdbCUr7/,2020-08-25 13:35:02,1064.0,286.0,0.0,125685.0,1.0,2020.0,True,8.0,Tuesday,13.0,2383559889911368443,camihawke,15526265,8.0,carousel_container,1598362502.0,,,Ho Caldo Ok?,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CeV8340LLJ_,carousel,multimodal_dataset_fixed\carousel\CeV8340LLJ_,3,0,3,,0,,,18169139323227957,"Non potrei essere più felice per i miei amici di @sofable_com che il 6 giugno apriranno al pubblico il loro primo negozio a Milano! Oggi sono andata a trovarli per sbirciare il tutto in anteprima ed è veramente stupendo, finalmente anche da qui si potranno vedere modelli,colori,tessuti,campioni dal vivo! Ci conosciamo da anni, a loro ho affidato il mio divano e gran parte dei mobili e dell’arredamento, scelta che rifarei altre mille volte! In bocca al lupo amici! ❤️",37.0,27059.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/CeV8340LLJ_/,2022-06-03 12:23:16,5303.0,209.0,0.0,27306.0,1.0,2022.0,True,6.0,Friday,12.0,2852453662375850623,camihawke,15526265,8.0,carousel_container,1654258996.0,,,,0.0,1.0,none,,,,,,,,,['sofable_com'],['8144551834'],1.0,[],[],0.0,[],0.0,0.0,['sofable_com'],True,ok
CEZIajDCFjr,carousel,multimodal_dataset_fixed\carousel\CEZIajDCFjr,2,0,2,,0,,,17873195980896580,"Quando gli amici di @dove mi hanno chiesto di contribuire a sensibilizzare i social network sulle pesanti ricadute psicologiche che può avere il fenomeno della digital distortion e il costante bombardamento che subiamo di corpi e visi pesantemente modificati e falsati per raggiungere canoni estetici irrealistici, che minano alla nostra autostima, ho subito pensato di farci un post usando una foto spontanea che valorizzasse la bellezza della nostra naturale perfezione: la seconda.

#DoveProgettoAutostima #BeConfidentGirl",139.0,109659.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/CEZIajDCFjr/,2020-08-27 12:25:35,1573.0,256.0,0.0,110054.0,1.0,2020.0,True,8.0,Thursday,12.0,2384974486379714795,camihawke,15526265,8.0,carousel_container,1598531135.0,,,,2.0,1.0,none,,,,,,,,,['alicelikeaudrey'],['2452651'],1.0,[],[],0.0,[],0.0,0.0,['dove'],True,ok
Cf1TigSrlCV,carousel,multimodal_dataset_fixed\carousel\Cf1TigSrlCV,3,0,3,,0,,,18212380468197539,Durante il book tour non ho trovato nessuna Olivia e una delle protagoniste del libro è rimasta senza rappresentante. Dovevo aspettare che mia cugina diventasse mamma. Nipotina Olly sei la bambina più dolce del mondo!,103.0,83375.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/Cf1TigSrlCV/,2022-07-10 13:09:10,5989.0,163.0,0.0,83641.0,1.0,2022.0,True,7.0,Sunday,13.0,2879293470792372373,camihawke,15526265,8.0,carousel_container,1657458550.0,,,Dolcezza,0.0,0.0,none,,,,,,,,,['larabeeni'],['46535979'],1.0,[],[],0.0,[],0.0,0.0,[],False,ok
Cf6Yt0BLfOk,carousel,multimodal_dataset_fixed\carousel\Cf6Yt0BLfOk,2,0,2,,0,,,17917881263418460,"La mia poesia: 
La vita è un biscotto
Ma se piove si scoglie 
Però se c’é il sole è da panico
Se poi non hai più crampi addominali la vera svolta. 

Romi ha detto che nessuno coglierà la cit ma io dico che invece l’unico che non la coglie è lui.",310.0,73708.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/Cf6Yt0BLfOk/,2022-07-12 12:30:37,7018.0,197.0,0.0,74218.0,1.0,2022.0,True,7.0,Tuesday,12.0,2880723613003936676,camihawke,15526265,8.0,carousel_container,1657629037.0,,,Relais San Maurizio,0.0,0.0,none,,,,,,,,,['aimoneromizi'],['5786712837'],1.0,[],[],0.0,[],0.0,0.0,[],False,ok
CF7h2MiJlXU,carousel,multimodal_dataset_fixed\carousel\CF7h2MiJlXU,3,0,3,,0,,,18117497404145171,"Si intitola: domenica, disperazione su tela. 
E fa cosí: 1 + 2 + ma soprattutto 3.",286.0,103944.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/CF7h2MiJlXU/,2020-10-04 17:33:23,1245.0,308.0,0.0,104538.0,1.0,2020.0,True,10.0,Sunday,17.0,2412670885231482324,camihawke,15526265,8.0,carousel_container,1601832803.0,,,Power Point,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CfBqhTdLIki,carousel,multimodal_dataset_fixed\carousel\CfBqhTdLIki,3,0,3,,0,,,18134228332302115,E ci siamo!!! Oggi i miei nuovi rossetti Banana Bread e Pasta al forno sono ufficialmente acquistabili sul sito di @we.makeup e i preorder sono stati spediti (alcuni sono anche già arrivati)❤️ Non vedo l’ora di vedere come vi stanno! taggatemi o mandatemi foto così le ricondivido in modo da farvi vedere la resa su quante più persone possibili❤️ Dajeeee sto in fissaaa,157.0,61897.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/CfBqhTdLIki/,2022-06-20 11:49:29,4523.0,568.0,0.0,62622.0,1.0,2022.0,True,6.0,Monday,11.0,2864757844571097378,camihawke,15526265,8.0,carousel_container,1655725769.0,,,,0.0,1.0,none,,,,,,,,,['we.makeup'],['2271246143'],1.0,[],[],0.0,[],0.0,0.0,[],False,ok
CFhGs3cC_7q,carousel,multimodal_dataset_fixed\carousel\CFhGs3cC_7q,2,0,2,,0,,,17874009418908800,"Ciao amici scusate la presenza altalenante dell’ultimo periodo ma sono tutto il giorno in tuta davanti alla scrivania, non ho posti belli da farvi vedere o avventure divertenti da raccontare. Mi mancate molto, tra poco, spero, torneró ai soliti ritmi. Se vi interessasse vedere cosa sto facendo in questi mesi fate swipe verso destra (avevo scritto sinistra e io continuo a pensare che sia verso sinistra, ma voi mi avete detto destra e chi sono io per dire no) . ♥️",585.0,122955.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/CFhGs3cC_7q/,2020-09-24 11:15:56,3745.0,680.0,0.0,124220.0,1.0,2020.0,True,9.0,Thursday,11.0,2405233147454947050,camihawke,15526265,8.0,carousel_container,1600946156.0,,,Mi Mancate!,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CfjCVfYL354,carousel,multimodal_dataset_fixed\carousel\CfjCVfYL354,2,0,2,,0,,,17851822124787498,Ogni volta che ci vediamo ci dimentichiamo di farci una foto ricordo ma questa volta no: è stata la Manu di Dio.,73.0,68094.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/CfjCVfYL354/,2022-07-03 10:52:31,4924.0,204.0,0.0,68371.0,1.0,2022.0,True,7.0,Sunday,10.0,2874151260086304376,camihawke,15526265,8.0,carousel_container,1656845551.0,,,Sorche Shoes,0.0,0.0,none,,,,,,,,,['emanuela_fanelli'],['210006798'],1.0,[],[],0.0,[],0.0,0.0,[],False,ok
CFMvVhRiQ5I,carousel,multimodal_dataset_fixed\carousel\CFMvVhRiQ5I,2,0,2,,0,,,17861558699115215,"Sono nata e cresciuta a Monza eppure mi sembra di conoscerla così poco. 
L’ho trattata come una persona di famiglia, rimandando sempre a domani l’incontro con i suoi tesori, convinta che l’affetto che ci lega mi avrebbe salvata dai rimproveri. 
Ieri ho rivisto il duomo dopo tanto tempo e la sua bellezza mi ha lasciata senza parole. 
Per i bambini monzesi è cosa nota, perchè è gita fissa di quinta elementare, ma voi lo sapevate che nella Cappella di Teodolinda è custodita la Corona Ferrea? Considerata dalla chiesa cattolica una vera e propria reliquia, la corona contiene un cerchietto in ferro che, secondo la tradizione, fu ricavato da uno dei chiodi usati per la crocefissione di Cristo. Divenuta con gli anni il simbolo del Regno d’Italia, venne usata per incoronare, fra gli altri, non solo Carlo V d’Asburgo ma anche Napoleone. Se doveste avere l’occasione, andate a vederla, è meravigliosa!",162.0,53582.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/CFMvVhRiQ5I/,2020-09-16 13:26:57,1343.0,283.0,0.0,54027.0,1.0,2020.0,True,9.0,Wednesday,13.0,2399500888504340040,camihawke,15526265,8.0,carousel_container,1600262817.0,,,Duomo di Monza,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CFrWCDiCR3F,carousel,multimodal_dataset_fixed\carousel\CFrWCDiCR3F,2,0,2,,0,,,18162176806050925,"Due cose che sembrano false ma sono vere: 
- solo due mesi separano queste foto 
- ritraggono la stessa persona. 
Un buon lumerdoledì a tutti.",189.0,107808.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/CFrWCDiCR3F/,2020-09-28 10:42:18,3612.0,236.0,0.0,108233.0,1.0,2020.0,True,9.0,Monday,10.0,2408115324014108101,camihawke,15526265,8.0,carousel_container,1601289738.0,,,Due Cose al Volo,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CFzdgF6JP4Y,carousel,multimodal_dataset_fixed\carousel\CFzdgF6JP4Y,3,0,3,,0,,,17872746559917409,Si intitola io che cerco di arrivare alla fine di questa settimana.,444.0,130654.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/CFzdgF6JP4Y/,2020-10-01 14:21:30,1124.0,264.0,0.0,131362.0,1.0,2020.0,True,10.0,Thursday,14.0,2410399974289636888,camihawke,15526265,8.0,carousel_container,1601562090.0,,,Send Help,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CG4vvnnriux,carousel,multimodal_dataset_fixed\carousel\CG4vvnnriux,2,0,2,,0,,,17878142638896365,"Tra la prima e la seconda foto sono passati dieci anni. 
Alla Camilla di quello scatto lì, fatto quando mi sentivo già grande ma ero ancora minuscola, mi piacerebbe dire che dovrá avere tanta pazienza, che alcune cose dovrà avere la forza di lasciarle andare, altre il coraggio di perseguirle, che c’è sempre un dopo in tutte le cose, ma arriva quando smetti di aspettarlo, che fará fatica, a volte molta, a volte poca, e sará contenta, mi sembra, di averla fatta. 
A quella Camilla, poi, vorrei dire di organizzare una festa con almeno 50 persone, lei che puó farlo, di vedere dieci film al cinema e venti concerti, di cenare e pranzare al ristorante, viaggiare fuori stagione e andare a teatro. 
Ma forse la primissima cosa che le direi, ora che ci penso, spinta dall’invidia di una fortuna che al tempo non sapeva di avere, sarebbe questa: “ma levati quella frangia che non va più di moda dal 94”. Ecco cosa le direi, per invidia, alla Camilla più giovane, mentendo.",746.0,222627.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/CG4vvnnriux/,2020-10-28 12:08:30,1227.0,3304.0,0.0,226677.0,1.0,2020.0,True,10.0,Wednesday,12.0,2429901979509468081,camihawke,15526265,8.0,carousel_container,1603886910.0,,,Ten Years Ago,0.0,0.0,none,,,,,,,,,['manuelbifari'],['13111944'],1.0,[],[],0.0,[],0.0,0.0,[],False,ok
CG7tPmrrHFE,carousel,multimodal_dataset_fixed\carousel\CG7tPmrrHFE,2,0,2,,0,,,17901682717598152,A lezione di trasfigurazione con @giovanniranaita ho capito come trasformare i ravioli salati in ravioli al cioccolato così da poter mangiare sempre il dolce fingendo sia un primo. Missione della vita: accomplished.,502.0,99120.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/CG7tPmrrHFE/,2020-10-29 15:44:22,1108.0,1848.0,0.0,101471.0,1.0,2020.0,True,10.0,Thursday,15.0,2430735408316576068,camihawke,15526265,8.0,carousel_container,1603986262.0,,,,0.0,1.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,['giovanniranaita'],True,ok
CGAArMwJaVe,carousel,multimodal_dataset_fixed\carousel\CGAArMwJaVe,3,0,3,,0,,,17879573191862689,"Quando controllo dalla finestra se è in arrivo il corriere mi sento sempre un po’ come la due, ma son sicura che da fuori son più come la tre.",228.0,92894.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/CGAArMwJaVe/,2020-10-06 11:19:44,1049.0,374.0,0.0,93496.0,1.0,2020.0,True,10.0,Tuesday,11.0,2413932368900760926,camihawke,15526265,8.0,carousel_container,1601983184.0,,,Domani E Un Altro Giorno ;-),0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CGhilzmJYk_,carousel,multimodal_dataset_fixed\carousel\CGhilzmJYk_,1,0,1,,0,,,17970142771329781,O forse si.,210.0,140434.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/CGhilzmJYk_/,2020-10-19 11:51:02,1537.0,1080.0,0.0,141724.0,1.0,2020.0,True,10.0,Monday,11.0,2423370206104881471,camihawke,15526265,8.0,carousel_container,1603108262.0,,,Manina,0.0,0.0,none,,,,,,,,,['aimoneromizi'],['5786712837'],1.0,[],[],0.0,[],0.0,0.0,[],False,ok
CGpMPdXJK7k,carousel,multimodal_dataset_fixed\carousel\CGpMPdXJK7k,2,0,2,,0,,,17856962678278957,"Lo so la foto è piuttosto brutta, ma il mio primo provino come ballerina volante è una cosa che sinceramente voglio ricordare.",617.0,118280.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/CGpMPdXJK7k/,2020-10-22 11:09:40,1470.0,337.0,0.0,119234.0,1.0,2020.0,True,10.0,Thursday,11.0,2425523713192799972,camihawke,15526265,8.0,carousel_container,1603364980.0,,,Nice Gambetta,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CguKk_hDeh_,carousel,multimodal_dataset_fixed\carousel\CguKk_hDeh_,2,0,2,,0,,,17972371864715982,Primo bagnetto + 1 panino + 5 pesciolini + 1squaletto,173.0,115091.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/CguKk_hDeh_/,2022-08-01 15:07:35,11124.0,378.0,0.0,115666.0,1.0,2022.0,True,8.0,Monday,15.0,2895298133012375679,camihawke,15526265,8.0,carousel_container,1659366455.0,,,,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CGuUlFiLL9m,carousel,multimodal_dataset_fixed\carousel\CGuUlFiLL9m,4,0,4,,0,,,17846147714399751,"Fotoromanzo del sabato pomeriggio. 
Titolo: no dai non vado in montagna, approfitto del sabato libero e sto a casa a lavorare. 
Svolgimento: canotteri su IGTV, lookbook di settanta quattro siti di blazer, caffè, spuntino, ancora IGTV, mi limo un attimo le unghie, ho fame, va beh alle 11,30 inizio giuro, guardo solo qualche storia ancora, ah cazzo son già le 13, va beh a sto punto inizio dopo pranzo dai.",849.0,112470.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/CGuUlFiLL9m/,2020-10-24 10:58:43,1284.0,1695.0,0.0,115014.0,1.0,2020.0,True,10.0,Saturday,10.0,2426967758692204390,camihawke,15526265,8.0,carousel_container,1603537123.0,,,Story Of my Life,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
Ch1ubIaDWtB,carousel,multimodal_dataset_fixed\carousel\Ch1ubIaDWtB,2,0,2,,0,,,17973302128707918,"Foto evidentemente premonitoria del mal di testa che stava per arrivare. Forse ho dei poteri e sono una strega, realizzando così il mio unico e vero sogno.",125.0,96665.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/Ch1ubIaDWtB/,2022-08-29 10:06:53,3108.0,463.0,0.0,97253.0,1.0,2022.0,True,8.0,Monday,10.0,2915440508384668481,camihawke,15526265,8.0,carousel_container,1661767613.0,,,Curon Venosta,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CHa1fQTraNu,carousel,multimodal_dataset_fixed\carousel\CHa1fQTraNu,2,0,2,,0,,,17849001947377694,"Memoria fotografica della ricetta preparata ieri in diretta usando Philadelphia Flavours alle Erbe Mediterranee su frisella e concassè di zucca e salvia, anche se ho scoperto che il termine vale solo per i pomodori. L’ordine degli chef mi ha perdonato solo perchè ho garantito loro una lettura personalizzata del vassoio che si trova all’interno della box premio per i 50 vincitori del concorso che vi spiego nelle storie. Per info e tavoli sul significato del vostro fondo di vassoio contattatemi in privato. @philadelphiaitalia #PrendilaConGusto #ConcorsoPhiladelphia #Adv",137.0,72954.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/CHa1fQTraNu/,2020-11-10 17:52:52,1264.0,519.0,0.0,73610.0,1.0,2020.0,True,11.0,Tuesday,17.0,2439497392453428078,camihawke,15526265,8.0,carousel_container,1605030772.0,,,,3.0,1.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,['philadelphiaitalia'],True,ok
CHAt_vvLL5z,carousel,multimodal_dataset_fixed\carousel\CHAt_vvLL5z,2,0,2,,0,,,17858989748210574,Quando lo ordini su internet VS quando ti arriva a casa.,202.0,152773.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/CHAt_vvLL5z/,2020-10-31 14:27:09,1639.0,507.0,0.0,153482.0,1.0,2020.0,True,10.0,Saturday,14.0,2432146091457429107,camihawke,15526265,8.0,carousel_container,1604154429.0,,,Val Di Mello,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CHfPON1LrWQ,carousel,multimodal_dataset_fixed\carousel\CHfPON1LrWQ,3,0,3,,0,,,17881476877855223,"Io: sinceramente i gatti non mi fanno nè caldo nè freddo. 
Sempre io su google un minuto dopo aver conosciuto Tonino: swipe.",1004.0,184675.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/CHfPON1LrWQ/,2020-11-12 10:54:42,1286.0,724.0,0.0,186403.0,1.0,2020.0,True,11.0,Thursday,10.0,2440736470679336336,camihawke,15526265,8.0,carousel_container,1605178482.0,,,Rimbambolita.com,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CHIDKAKrLe9,carousel,multimodal_dataset_fixed\carousel\CHIDKAKrLe9,5,0,5,,0,,,18114658954167788,"Sapete che sono e sempre saró #teamcane peró da un mesetto sono diventata la zia di Tony stark, per gli amici Tonino, e devo ammettere che il muro di diffidenza che ho sempre alzato verso il mondo felino si sta lentamente abbassando. Per lentamente intendo che gli ho giá comprato due tiragraffi, giochi umanorimbecellenti, 20 chili di pappe ultra controllate, riservato per lui ogni coperta di questa casa. Tonino ha giá capito che quando sale qui ai piani alti, dagli zii, ha sempre cibo extra e tutto ció che gli viene vietato dai genitori, nel perfetto rispetto dei metodi educativi per cui i genitori educano e gli zii viziano. 
Tonino mi ama, swipe per conferma.",1764.0,259937.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/CHIDKAKrLe9/,2020-11-03 10:46:44,1779.0,1728.0,0.0,263429.0,1.0,2020.0,True,11.0,Tuesday,10.0,2434209480107145149,camihawke,15526265,8.0,carousel_container,1604400404.0,,,,1.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
Chm5gIWDjEs,carousel,multimodal_dataset_fixed\carousel\Chm5gIWDjEs,4,0,4,,0,,,17998133515495768,"Oggi rifugio PioXI a 2457m, bellissimo. 
Sullo sfondo il ghiacciaio (o quello che ne rimane) della palla bianca. 
Nessuna vescica ai piedi nonostante gli scarponi nuovi, giornata di sole splendida, tanti animaletti avvistati. 
Unica nota negativa: al rifugio non c’era la polenta perchè qui non è molto diffusa. Ho preso un altro piatto che non ho ancora digerito nonostante la Radler.",59.0,56387.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/Chm5gIWDjEs/,2022-08-23 15:55:05,3696.0,180.0,0.0,56626.0,1.0,2022.0,True,8.0,Tuesday,15.0,2911267105775956268,camihawke,15526265,8.0,carousel_container,1661270105.0,,,Rifugio PioXI 2457slm,0.0,0.0,none,,,,,,,,,['fedebonia' 'andrea._giussani' 'aimoneromizi' 'boniardimarco'],['180603328' '1396126478' '5786712837' '6312334327'],4.0,[],[],0.0,[],0.0,0.0,[],False,ok
ChPBhjvDxuL,carousel,multimodal_dataset_fixed\carousel\ChPBhjvDxuL,1,0,1,,0,,,18246617509118538,La Puglia che -meglio del mio tema narale- descrive come é solito cambiare il mio umore nell’arco della stessa giornata.,60.0,59105.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/ChPBhjvDxuL/,2022-08-14 09:23:24,3907.0,134.0,0.0,59299.0,1.0,2022.0,True,8.0,Sunday,9.0,2904546988836985739,camihawke,15526265,8.0,carousel_container,1660469004.0,,,,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
Chr-l7QDi5C,carousel,multimodal_dataset_fixed\carousel\Chr-l7QDi5C,3,0,3,,0,,,18046502101357134,"Flexato rifugio Oberettes 2670m. 
Se qualcuno conosce qualche buon negozio di ginocchia mi faccia sapere che il sinistro lo devo cambiare grazie se risponderete",43.0,44919.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/Chr-l7QDi5C/,2022-08-25 15:15:46,3145.0,141.0,0.0,45103.0,1.0,2022.0,True,8.0,Thursday,15.0,2912696869149617730,camihawke,15526265,8.0,carousel_container,1661440546.0,,,Oberettes-Hütte,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
ChRnaIojZbm,carousel,multimodal_dataset_fixed\carousel\ChRnaIojZbm,2,0,2,,0,,,17942579051205881,"Seguendo le tradizioni della Romizi Travel egensi oggi lasciamo la Puglia con questo cielo, il nostro lavoro qui è finito. Siamo pronti a portare la pioggia nella prossima tappa del nostro viaggio. 😬👍🏼

 #tipicafotodaitaliana #fotochecavalcaglistereotipidellitalianità #rte",79.0,72891.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/ChRnaIojZbm/,2022-08-15 09:32:55,4417.0,183.0,0.0,73153.0,1.0,2022.0,True,8.0,Monday,9.0,2905276554421311206,camihawke,15526265,8.0,carousel_container,1660555975.0,,,,3.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
ChZ0wkKDkSb,carousel,multimodal_dataset_fixed\carousel\ChZ0wkKDkSb,5,0,5,,0,,,17960092432802829,"A costo di sembrare figlia di RETROCAM e mettere il mio stato su feisbu in terza persona: HASHTAG no filter needed. E anche per oggi è tutto, linea allo studio.",109.0,117998.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/ChZ0wkKDkSb/,2022-08-18 14:03:30,8320.0,625.0,0.0,118732.0,1.0,2022.0,True,8.0,Thursday,14.0,2907587070221239451,camihawke,15526265,8.0,carousel_container,1660831410.0,,,"Zákynthos, Zakinthos, Greece",0.0,0.0,none,,,,,,,,,['aimoneromizi'],['5786712837'],1.0,[],[],0.0,[],0.0,0.0,[],False,ok
CHz8lWOrJKE,carousel,multimodal_dataset_fixed\carousel\CHz8lWOrJKE,2,0,2,,0,,,18037575361280809,"Ciao a tutti qui in Umbria ieri era 6 settembre e oggi il 7 di gennaio, come passa il tempo quando ci si diverte, fuori tra poco nevica e il vento a momenti sradica gli ulivi e voi? Come state passando le vacanze di Natale? Cheffacete?",278.0,131260.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/CHz8lWOrJKE/,2020-11-20 11:55:53,961.0,432.0,0.0,131970.0,1.0,2020.0,True,11.0,Friday,11.0,2446565471872127620,camihawke,15526265,8.0,carousel_container,1605873353.0,,,Un Po Freschetto,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CIA6a-uLBHP,carousel,multimodal_dataset_fixed\carousel\CIA6a-uLBHP,5,0,5,,0,,,17969918962343922,"Nella giornata contro la violenza sulle donne voglio provare ad abbracciarle tutte, simbolicamente, attraverso quelle che mi hanno cresciuta insegnandomi il significato di rispetto e solidarietá. 
Mi hanno spiegato, attraverso le loro storie e le loro vite, che la violenza assume tante forme, alcune piú insidiose e meno visibili ma altrettanto pericolose. La speranza sempre è quella di un futuro senza fischi dai marciapiedi, senza appellativi svilenti, senza nomi al posto di cognomi o cognomi non accompagnati dal giusto titolo professionale, un futuro senza preconcetti, senza stereotipi, senza ferite fisiche e morali. Sarebbe bello. Per adesso, un abbraccio a tutte le donne del mondo♥️",331.0,196598.0,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/CIA6a-uLBHP/,2020-11-25 12:47:07,2563.0,930.0,0.0,197859.0,1.0,2020.0,True,11.0,Wednesday,12.0,2450215138040222159,camihawke,15526265,8.0,carousel_container,1606308427.0,,,Abbraccio,0.0,0.0,none,,,,,,,,,['marbin2' 'frabini63'],['371497752' '2100222256'],2.0,[],[],0.0,[],0.0,0.0,[],False,ok
